,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,Gross_Binned,Low,Mid,High
429,In the Heart of the Sea,(2015),"
Action, Adventure, Biography            ",6.9,"
A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.","
    Director:
Ron Howard
| 
    Stars:
Chris Hemsworth, 
Cillian Murphy, 
Brendan Gleeson, 
Ben Whishaw
",128605.0,122.0,25.02,Low,1,0,0
440,Contact,(1997),"
Drama, Mystery, Sci-Fi            ",7.5,"
Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.","
    Director:
Robert Zemeckis
| 
    Stars:
Jodie Foster, 
Matthew McConaughey, 
Tom Skerritt, 
John Hurt
",261289.0,150.0,100.92,Low,1,0,0
443,Climax,(I) (2018),"
Drama, Horror, Music            ",7.0,"
French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.","
    Director:
Gaspar Noé
| 
    Stars:
Sofia Boutella, 
Romain Guillermic, 
Souheila Yacoub, 
Kiddy Smile
",58051.0,97.0,0.8,Low,1,0,0
445,Gods of Egypt,(2016),"
Action, Adventure, Fantasy            ",5.4,"
Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","
    Director:
Alex Proyas
| 
    Stars:
Brenton Thwaites, 
Nikolaj Coster-Waldau, 
Gerard Butler, 
Chadwick Boseman
",109959.0,127.0,31.15,Low,1,0,0
465,Kung Fu Panda 3,(2016),"
Animation, Action, Adventure            ",7.1,"
Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","
    Directors:
Alessandro Carloni, 
Jennifer Yuh Nelson
| 
    Stars:
Jack Black, 
Bryan Cranston, 
Dustin Hoffman, 
Angelina Jolie
",141657.0,95.0,143.53,Low,1,0,0
471,Ender's Game,(2013),"
Action, Adventure, Fantasy            ",6.6,"
Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.","
    Director:
Gavin Hood
| 
    Stars:
Harrison Ford, 
Asa Butterfield, 
Hailee Steinfeld, 
Abigail Breslin
",228812.0,114.0,61.74,Low,1,0,0
474,Planet of the Apes,(1968),"
Adventure, Sci-Fi            ",8.0,"
An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","
    Director:
Franklin J. Schaffner
| 
    Stars:
Charlton Heston, 
Roddy McDowall, 
Kim Hunter, 
Maurice Evans
",170681.0,112.0,33.4,Low,1,0,0
481,Downsizing,(2017),"
Drama, Fantasy, Sci-Fi            ",5.7,"
A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","
    Director:
Alexander Payne
| 
    Stars:
Matt Damon, 
Christoph Waltz, 
Hong Chau, 
Kristen Wiig
",102222.0,135.0,24.45,Low,1,0,0
486,Lone Survivor,(2013),"
Action, Biography, Drama            ",7.5,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","
    Director:
Peter Berg
| 
    Stars:
Mark Wahlberg, 
Taylor Kitsch, 
Emile Hirsch, 
Ben Foster
",273061.0,121.0,125.1,Low,1,0,0
490,The Founder,(2016),"
Biography, Drama            ",7.2,"
The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","
    Director:
John Lee Hancock
| 
    Stars:
Michael Keaton, 
Nick Offerman, 
John Carroll Lynch, 
Linda Cardellini
",134759.0,115.0,12.79,Low,1,0,0
491,Mononoke-hime,(1997),"
Animation, Action, Adventure            ",8.4,"
On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","
    Director:
Hayao Miyazaki
| 
    Stars:
Yôji Matsuda, 
Yuriko Ishida, 
Yûko Tanaka, 
Billy Crudup
",359473.0,134.0,2.38,Low,1,0,0
500,101 Dalmatians,(1996),"
Adventure, Comedy, Crime            ",5.7,"
An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.","
    Director:
Stephen Herek
| 
    Stars:
Glenn Close, 
Jeff Daniels, 
Joely Richardson, 
Joan Plowright
",106580.0,103.0,136.19,Low,1,0,0
507,Rampage,(2018),"
Action, Adventure, Sci-Fi            ",6.1,"
When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","
    Director:
Brad Peyton
| 
    Stars:
Dwayne Johnson, 
Naomie Harris, 
Malin Akerman, 
Jeffrey Dean Morgan
",151688.0,107.0,101.03,Low,1,0,0
508,The Croods,(2013),"
Animation, Adventure, Comedy            ",7.2,"
After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","
    Directors:
Kirk DeMicco, 
Chris Sanders
| 
    Stars:
Nicolas Cage, 
Ryan Reynolds, 
Emma Stone, 
Catherine Keener
",200206.0,98.0,187.17,Mid,0,1,0
510,The Firm,(1993),"
Drama, Mystery, Thriller            ",6.8,"
A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.","
    Director:
Sydney Pollack
| 
    Stars:
Tom Cruise, 
Jeanne Tripplehorn, 
Gene Hackman, 
Hal Holbrook
",124972.0,154.0,158.35,Low,1,0,0
512,The Clovehitch Killer,(2018),"
Crime, Drama, Mystery            ",6.6,"
A picture-perfect family is shattered when the work of a serial killer hits too close to home.","
    Director:
Duncan Skiles
| 
    Stars:
Dylan McDermott, 
Charlie Plummer, 
Samantha Mathis, 
Madisen Beaty
",21572.0,109.0,0.01,Low,1,0,0
515,Death Wish,(2018),"
Action, Crime, Drama            ",6.3,"
Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.","
    Director:
Eli Roth
| 
    Stars:
Bruce Willis, 
Vincent D'Onofrio, 
Elisabeth Shue, 
Camila Morrone
",68094.0,107.0,34.02,Low,1,0,0
517,The Blues Brothers,(1980),"
Action, Adventure, Comedy            ",7.9,"
Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.","
    Director:
John Landis
| 
    Stars:
John Belushi, 
Dan Aykroyd, 
Cab Calloway, 
John Candy
",188459.0,133.0,57.23,Low,1,0,0
519,Unknown,(I) (2011),"
Action, Mystery, Thriller            ",6.8,"
When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.","
    Director:
Jaume Collet-Serra
| 
    Stars:
Liam Neeson, 
Diane Kruger, 
January Jones, 
Aidan Quinn
",253999.0,113.0,63.69,Low,1,0,0
522,Hunt for the Wilderpeople,(2016),"
Adventure, Comedy, Drama            ",7.9,"
A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.","
    Director:
Taika Waititi
| 
    Stars:
Sam Neill, 
Julian Dennison, 
Rima Te Wiata, 
Rachel House
",118166.0,101.0,5.2,Low,1,0,0
525,Monty Python and the Holy Grail,(1975),"
Adventure, Comedy, Fantasy            ",8.2,"
King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","
    Directors:
Terry Gilliam, 
Terry Jones
| 
    Stars:
Graham Chapman, 
John Cleese, 
Eric Idle, 
Terry Gilliam
",513289.0,91.0,1.23,Low,1,0,0
531,The Best of Enemies,(2019),"
Biography, Drama, History            ",7.2,"
Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.","
    Director:
Robin Bissell
| 
    Stars:
Taraji P. Henson, 
Sam Rockwell, 
Babou Ceesay, 
Anne Heche
",13196.0,133.0,10.21,Low,1,0,0
538,Atomic Blonde,(2017),"
Action, Thriller            ",6.7,"
An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.","
    Director:
David Leitch
| 
    Stars:
Charlize Theron, 
James McAvoy, 
John Goodman, 
Eddie Marsan
",182505.0,115.0,51.69,Low,1,0,0
539,Rango,(2011),"
Animation, Adventure, Comedy            ",7.2,"
Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","
    Director:
Gore Verbinski
| 
    Stars:
Johnny Depp, 
Isla Fisher, 
Timothy Olyphant, 
Abigail Breslin
",245778.0,107.0,123.48,Low,1,0,0
541,The Lucky One,(2012),"
Drama, Mystery, Romance            ",6.5,"
A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.","
    Director:
Scott Hicks
| 
    Stars:
Zac Efron, 
Taylor Schilling, 
Blythe Danner, 
Riley Thomas Stewart
",103765.0,101.0,60.46,Low,1,0,0
547,Spy Kids,(2001),"
Action, Adventure, Comedy            ",5.5,"
Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.","
    Director:
Robert Rodriguez
| 
    Stars:
Alexa PenaVega, 
Daryl Sabara, 
Antonio Banderas, 
Carla Gugino
",111413.0,88.0,112.72,Low,1,0,0
549,White House Down,(2013),"
Action, Drama, Thriller            ",6.3,"
While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.","
    Director:
Roland Emmerich
| 
    Stars:
Channing Tatum, 
Jamie Foxx, 
Maggie Gyllenhaal, 
Jason Clarke
",211395.0,131.0,73.1,Low,1,0,0
555,The Human Centipede (First Sequence),(2009),"
Horror            ",4.4,"
A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.","
    Director:
Tom Six
| 
    Stars:
Dieter Laser, 
Ashley C. Williams, 
Ashlynn Yennie, 
Akihiro Kitamura
",75214.0,92.0,0.18,Low,1,0,0
558,Cars 3,(2017),"
Animation, Adventure, Comedy            ",6.7,"
Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.","
    Director:
Brian Fee
| 
    Stars:
Owen Wilson, 
Cristela Alonzo, 
Chris Cooper, 
Nathan Fillion
",83135.0,102.0,152.9,Low,1,0,0
559,Southpaw,(2015),"
Action, Crime, Drama            ",7.4,"
After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.","
    Director:
Antoine Fuqua
| 
    Stars:
Jake Gyllenhaal, 
Rachel McAdams, 
Oona Laurence, 
Forest Whitaker
",223775.0,124.0,52.42,Low,1,0,0
562,The A-Team,(2010),"
Action, Adventure, Thriller            ",6.7,"
A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","
    Director:
Joe Carnahan
| 
    Stars:
Liam Neeson, 
Bradley Cooper, 
Sharlto Copley, 
Jessica Biel
",250321.0,117.0,77.22,Low,1,0,0
568,This Means War,(2012),"
Action, Comedy, Romance            ",6.3,"
C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.","
    Director:
McG
| 
    Stars:
Reese Witherspoon, 
Chris Pine, 
Tom Hardy, 
Til Schweiger
",179783.0,103.0,54.76,Low,1,0,0
569,Shaft,(2019),"
Action, Comedy, Crime            ",6.4,"
JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.","
    Director:
Tim Story
| 
    Stars:
Samuel L. Jackson, 
Jessie T. Usher, 
Richard Roundtree, 
Regina Hall
",48354.0,111.0,21.36,Low,1,0,0
570,Lawrence of Arabia,(1962),"
Adventure, Biography, Drama            ",8.3,"
The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","
    Director:
David Lean
| 
    Stars:
Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins
",276605.0,228.0,44.82,Low,1,0,0
571,Mars Attacks!,(1996),"
Comedy, Sci-Fi            ",6.3,"
Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.","
    Director:
Tim Burton
| 
    Stars:
Jack Nicholson, 
Pierce Brosnan, 
Sarah Jessica Parker, 
Annette Bening
",215049.0,106.0,37.77,Low,1,0,0
578,Finding Dory,(2016),"
Animation, Adventure, Comedy            ",7.3,"
Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.","
    Directors:
Andrew Stanton, 
Angus MacLane
| 
    Stars:
Ellen DeGeneres, 
Albert Brooks, 
Ed O'Neill, 
Kaitlin Olson
",250953.0,97.0,486.3,High,0,0,1
582,Public Enemies,(2009),"
Biography, Crime, Drama            ",7.0,"
The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.","
    Director:
Michael Mann
| 
    Stars:
Christian Bale, 
Johnny Depp, 
Christian Stolte, 
Jason Clarke
",288097.0,140.0,97.1,Low,1,0,0
585,127 Hours,(2010),"
Biography, Drama            ",7.5,"
A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","
    Director:
Danny Boyle
| 
    Stars:
James Franco, 
Amber Tamblyn, 
Kate Mara, 
Sean Bott
",357144.0,94.0,18.34,Low,1,0,0
587,Jurassic Park III,(2001),"
Action, Adventure, Sci-Fi            ",5.9,"
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","
    Director:
Joe Johnston
| 
    Stars:
Sam Neill, 
William H. Macy, 
Téa Leoni, 
Alessandro Nivola
",302292.0,92.0,181.17,Mid,0,1,0
589,Revenge,(II) (2017),"
Action, Horror, Thriller            ",6.4,"
Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.","
    Director:
Coralie Fargeat
| 
    Stars:
Matilda Anna Ingrid Lutz, 
Kevin Janssens, 
Vincent Colombe, 
Guillaume Bouchède
",39034.0,108.0,0.1,Low,1,0,0
590,Total Recall,(I) (2012),"
Action, Adventure, Sci-Fi            ",6.2,"
A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.","
    Director:
Len Wiseman
| 
    Stars:
Colin Farrell, 
Bokeem Woodbine, 
Bryan Cranston, 
Kate Beckinsale
",244708.0,118.0,58.88,Low,1,0,0
595,Footloose,(1984),"
Drama, Music, Romance            ",6.6,"
A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","
    Director:
Herbert Ross
| 
    Stars:
Kevin Bacon, 
Lori Singer, 
John Lithgow, 
Dianne Wiest
",73935.0,107.0,80.04,Low,1,0,0
600,Brooklyn,(2015),"
Drama, Romance            ",7.5,"
An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.","
    Director:
John Crowley
| 
    Stars:
Saoirse Ronan, 
Emory Cohen, 
Domhnall Gleeson, 
Jim Broadbent
",135157.0,117.0,38.32,Low,1,0,0
603,Child's Play,(2019),"
Drama, Horror, Sci-Fi            ",5.7,"
A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.","
    Director:
Lars Klevberg
| 
    Stars:
Tim Matheson, 
Ben Daon, 
Zahra Anderson, 
Serge Jaswal
",46932.0,90.0,29.21,Low,1,0,0
604,The Danish Girl,(2015),"
Biography, Drama, Romance            ",7.1,"
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.","
    Director:
Tom Hooper
| 
    Stars:
Eddie Redmayne, 
Alicia Vikander, 
Amber Heard, 
Ben Whishaw
",171124.0,119.0,11.11,Low,1,0,0
605,The Bad Batch,(2016),"
Action, Horror, Mystery            ",5.3,"
In a desert dystopia, a young woman is kidnapped by cannibals.","
    Director:
Ana Lily Amirpour
| 
    Stars:
Suki Waterhouse, 
Jason Momoa, 
Jayda Fink, 
Keanu Reeves
",28243.0,118.0,0.18,Low,1,0,0
610,Now You See Me 2,(2016),"
Action, Adventure, Comedy            ",6.5,"
The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.","
    Director:
Jon M. Chu
| 
    Stars:
Jesse Eisenberg, 
Mark Ruffalo, 
Woody Harrelson, 
Dave Franco
",261079.0,129.0,65.08,Low,1,0,0
615,The Tourist,(I) (2010),"
Action, Thriller            ",6.0,"
Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","
    Director:
Florian Henckel von Donnersmarck
| 
    Stars:
Johnny Depp, 
Angelina Jolie, 
Paul Bettany, 
Timothy Dalton
",230565.0,103.0,67.63,Low,1,0,0
619,Deepwater Horizon,(2016),"
Action, Drama, History            ",7.1,"
A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.","
    Director:
Peter Berg
| 
    Stars:
Mark Wahlberg, 
Kurt Russell, 
Douglas M. Griffin, 
James DuMont
",158184.0,107.0,61.43,Low,1,0,0
633,Green Room,(2015),"
Horror, Thriller            ",7.0,"
A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.","
    Director:
Jeremy Saulnier
| 
    Stars:
Anton Yelchin, 
Imogen Poots, 
Alia Shawkat, 
Patrick Stewart
",112522.0,95.0,3.22,Low,1,0,0
636,The Post,(2017),"
Drama            ",7.2,"
A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.","
    Director:
Steven Spielberg
| 
    Stars:
Meryl Streep, 
Tom Hanks, 
Sarah Paulson, 
Bob Odenkirk
",141624.0,116.0,81.9,Low,1,0,0
638,Spartacus,(1960),"
Adventure, Biography, Drama            ",7.9,"
The slave Spartacus leads a violent revolt against the decadent Roman Republic.","
    Director:
Stanley Kubrick
| 
    Stars:
Kirk Douglas, 
Laurence Olivier, 
Jean Simmons, 
Charles Laughton
",128685.0,197.0,30.0,Low,1,0,0
639,Tonari no Totoro,(1988),"
Animation, Family, Fantasy            ",8.2,"
When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","
    Director:
Hayao Miyazaki
| 
    Stars:
Hitoshi Takagi, 
Noriko Hidaka, 
Chika Sakamoto, 
Shigesato Itoi
",305790.0,86.0,1.11,Low,1,0,0
640,The Quick and the Dead,(1995),"
Action, Romance, Thriller            ",6.4,"
A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.","
    Director:
Sam Raimi
| 
    Stars:
Sharon Stone, 
Gene Hackman, 
Russell Crowe, 
Leonardo DiCaprio
",88608.0,107.0,18.64,Low,1,0,0
645,Knocked Up,(2007),"
Comedy, Romance            ",6.9,"
For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.","
    Director:
Judd Apatow
| 
    Stars:
Seth Rogen, 
Katherine Heigl, 
Paul Rudd, 
Leslie Mann
",356979.0,129.0,148.73,Low,1,0,0
649,Fatal Attraction,(1987),"
Drama, Thriller            ",6.9,"
A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.","
    Director:
Adrian Lyne
| 
    Stars:
Michael Douglas, 
Glenn Close, 
Anne Archer, 
Ellen Latzen
",79936.0,119.0,156.65,Low,1,0,0
655,Dreamgirls,(2006),"
Drama, Music, Musical            ",6.5,"
A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","
    Director:
Bill Condon
| 
    Stars:
Beyoncé, 
Jamie Foxx, 
Eddie Murphy, 
Danny Glover
",70985.0,130.0,103.37,Low,1,0,0
656,Smokin' Aces,(2006),"
Action, Comedy, Crime            ",6.7,"
When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.","
    Director:
Joe Carnahan
| 
    Stars:
Jeremy Piven, 
Ryan Reynolds, 
Ray Liotta, 
Joseph Ruskin
",140790.0,109.0,35.66,Low,1,0,0
658,Serenity,(2019),"
Drama, Mystery, Thriller            ",5.4,"
A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.","
    Director:
Steven Knight
| 
    Stars:
Matthew McConaughey, 
Anne Hathaway, 
Diane Lane, 
Jason Clarke
",38364.0,106.0,8.55,Low,1,0,0
664,Hotel Transylvania 3: Summer Vacation,(2018),"
Animation, Adventure, Comedy            ",6.3,"
Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","
    Director:
Genndy Tartakovsky
| 
    Stars:
Adam Sandler, 
Andy Samberg, 
Selena Gomez, 
Kevin James
",62255.0,97.0,167.51,Low,1,0,0
667,Triple 9,(2016),"
Action, Crime, Thriller            ",6.3,"
A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.","
    Director:
John Hillcoat
| 
    Stars:
Casey Affleck, 
Chiwetel Ejiofor, 
Anthony Mackie, 
Aaron Paul
",69234.0,115.0,12.63,Low,1,0,0
674,Easy Rider,(1969),"
Adventure, Drama            ",7.3,"
Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","
    Director:
Dennis Hopper
| 
    Stars:
Peter Fonda, 
Dennis Hopper, 
Jack Nicholson, 
Antonio Mendoza
",104511.0,95.0,41.73,Low,1,0,0
677,A Walk to Remember,(2002),"
Drama, Romance            ",7.3,"
The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.","
    Director:
Adam Shankman
| 
    Stars:
Mandy Moore, 
Shane West, 
Peter Coyote, 
Daryl Hannah
",203383.0,101.0,41.23,Low,1,0,0
684,Lilo & Stitch,(2002),"
Animation, Adventure, Comedy            ",7.3,"
A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","
    Directors:
Dean DeBlois, 
Chris Sanders
| 
    Stars:
Daveigh Chase, 
Chris Sanders, 
Tia Carrere, 
David Ogden Stiers
",175052.0,85.0,145.79,Low,1,0,0
689,Operation Finale,(2018),"
Biography, Drama, History            ",6.6,"
A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.","
    Director:
Chris Weitz
| 
    Stars:
Oscar Isaac, 
Ben Kingsley, 
Mélanie Laurent, 
Lior Raz
",36593.0,122.0,17.61,Low,1,0,0
691,Locke,(2013),"
Drama            ",7.1,"
Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.","
    Director:
Steven Knight
| 
    Stars:
Tom Hardy, 
Olivia Colman, 
Ruth Wilson, 
Andrew Scott
",140930.0,85.0,1.36,Low,1,0,0
692,A Cinderella Story,(2004),"
Comedy, Family, Romance            ",5.9,"
Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.","
    Director:
Mark Rosman
| 
    Stars:
Hilary Duff, 
Chad Michael Murray, 
Jennifer Coolidge, 
Dan Byrd
",82876.0,95.0,51.44,Low,1,0,0
695,Escape Plan,(2013),"
Action, Thriller            ",6.7,"
When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.","
    Director:
Mikael Håfström
| 
    Stars:
Sylvester Stallone, 
Arnold Schwarzenegger, 
50 Cent, 
Vincent D'Onofrio
",233030.0,115.0,25.13,Low,1,0,0
706,Life of Brian,(1979),"
Comedy            ",8.1,"
Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","
    Director:
Terry Jones
| 
    Stars:
Graham Chapman, 
John Cleese, 
Michael Palin, 
Terry Gilliam
",378134.0,94.0,20.05,Low,1,0,0
712,Colombiana,(2011),"
Action, Drama, Thriller            ",6.4,"
A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.","
    Director:
Olivier Megaton
| 
    Stars:
Zoe Saldana, 
Michael Vartan, 
Callum Blue, 
Jordi Mollà
",97146.0,108.0,36.67,Low,1,0,0
713,Resident Evil: The Final Chapter,(2016),"
Action, Horror, Sci-Fi            ",5.5,"
Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","
    Director:
Paul W.S. Anderson
| 
    Stars:
Milla Jovovich, 
Iain Glen, 
Ali Larter, 
Shawn Roberts
",87437.0,107.0,26.83,Low,1,0,0
727,Dirty Grandpa,(2016),"
Comedy            ",5.9,"
Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.","
    Director:
Dan Mazer
| 
    Stars:
Robert De Niro, 
Zac Efron, 
Zoey Deutch, 
Aubrey Plaza
",117026.0,102.0,35.59,Low,1,0,0
729,Late Night,(2019),"
Comedy, Drama            ",6.5,"
A late night talk show host suspects that she may soon lose her long-running show.","
    Director:
Nisha Ganatra
| 
    Stars:
Emma Thompson, 
Mindy Kaling, 
John Lithgow, 
Hugh Dancy
",33065.0,102.0,15.5,Low,1,0,0
736,The Duff,(2015),"
Comedy, Romance            ",6.5,"
A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","
    Director:
Ari Sandel
| 
    Stars:
Mae Whitman, 
Bella Thorne, 
Robbie Amell, 
Allison Janney
",86929.0,101.0,34.02,Low,1,0,0
738,You're Next,(2011),"
Horror, Thriller            ",6.6,"
When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.","
    Director:
Adam Wingard
| 
    Stars:
Sharni Vinson, 
Joe Swanberg, 
AJ Bowen, 
Nicholas Tucci
",92232.0,95.0,18.47,Low,1,0,0
740,The Lincoln Lawyer,(2011),"
Crime, Drama, Mystery            ",7.3,"
A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.","
    Director:
Brad Furman
| 
    Stars:
Matthew McConaughey, 
Marisa Tomei, 
Ryan Phillippe, 
William H. Macy
",222054.0,118.0,58.01,Low,1,0,0
741,Pixels,(2015),"
Action, Comedy, Fantasy            ",5.5,"
When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","
    Director:
Chris Columbus
| 
    Stars:
Adam Sandler, 
Kevin James, 
Michelle Monaghan, 
Peter Dinklage
",135509.0,105.0,78.75,Low,1,0,0
743,The Ten Commandments,(1956),"
Adventure, Drama            ",7.9,"
Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.","
    Director:
Cecil B. DeMille
| 
    Stars:
Charlton Heston, 
Yul Brynner, 
Anne Baxter, 
Edward G. Robinson
",66532.0,220.0,93.74,Low,1,0,0
744,Live by Night,(2016),"
Action, Crime, Drama            ",6.4,"
A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.","
    Director:
Ben Affleck
| 
    Stars:
Ben Affleck, 
Elle Fanning, 
Brendan Gleeson, 
Chris Messina
",54010.0,129.0,10.38,Low,1,0,0
